c Pb de flot max
a 376 426 787068 599458
a 376 427 998740 201497
a 377 426 18275 18275
a 377 427 154509 154509
a 377 428 843415 539578
a 378 427 223075 223075
a 378 428 399240 399240
a 378 429 523319 523319
a 379 428 611645 611645
a 379 429 759069 759069
a 379 430 27226 27226
a 380 429 187268 187268
a 380 430 3790 3790
a 380 431 324273 324273
a 381 430 647906 0
a 381 431 700944 292483
a 381 432 408651 0
a 382 431 198023 198023
a 382 432 909616 0
a 382 433 911399 700833
a 383 432 511767 172439
a 383 433 495695 495695
a 383 434 56013 0
a 384 433 121113 121113
a 384 434 997558 572712
a 384 435 719077 0
a 385 434 404694 404694
a 385 435 502044 0
a 385 436 894732 293547
a 386 435 660536 633675
a 386 436 291674 291674
a 386 437 681799 681799
a 387 436 659275 162525
a 387 437 826300 826300
a 387 438 352659 352659
a 388 437 19041 19041
a 388 438 49374 49374
a 388 439 268250 268250
a 389 438 542359 542359
a 389 439 661018 661018
a 389 440 27318 27318
a 390 439 85936 0
a 390 440 848285 0
a 390 441 547459 243993
a 391 440 410208 410208
a 391 441 12543 12543
a 391 442 248402 0
a 392 441 335211 335211
a 392 442 210565 152352
a 392 443 674370 674370
a 393 442 762961 736720
a 393 443 238683 238683
a 393 444 170064 170064
a 394 443 818973 116139
a 394 444 359795 359795
a 394 445 683973 683973
a 395 444 54401 54401
a 395 445 280840 280840
a 395 446 186016 186016
a 396 445 949132 0
a 396 446 457727 168439
a 396 447 477689 477689
a 397 446 147282 147282
a 397 447 117001 117001
a 397 448 303988 303988
a 398 447 499940 0
a 398 448 136041 58774
a 398 449 869713 399417
a 399 448 284541 284541
a 399 449 194751 194751
a 399 450 47083 47083
a 400 449 828210 395044
a 400 450 280687 280687
a 400 451 411719 0
a 401 450 375669 375669
a 401 451 207246 207246
a 401 402 424261 424261
a 402 501 624070 453925
a 402 452 542456 302791
a 402 453 151177 0
a 403 452 298439 298439
a 403 453 305416 0
a 403 454 389859 223499
a 404 453 984854 789790
a 404 454 640741 29001
a 404 455 266005 266005
a 405 454 668827 407308
a 405 455 695141 608509
a 405 456 546845 546845
a 406 455 371194 371194
a 406 456 160625 160625
a 406 457 4571 4571
a 407 456 848883 145845
a 407 457 307906 28728
a 407 458 637924 637924
a 408 457 669222 359800
a 408 458 324198 74601
a 408 459 290316 290316
a 409 458 55287 55287
a 409 459 608738 394697
a 409 460 485067 153696
a 410 459 102369 102369
a 410 460 436948 436948
a 410 461 282105 282105
a 411 460 514087 514087
a 411 461 812616 812616
a 411 462 5702 5702
a 412 461 454700 454700
a 412 462 436685 436685
a 412 463 548158 0
a 413 462 122228 122228
a 413 463 251476 0
a 413 464 369925 2098
a 414 463 512087 495761
a 414 464 752681 564388
a 414 465 527017 527017
a 415 464 294443 289489
a 415 465 421507 391878
a 415 466 222158 222158
a 416 465 841287 340361
a 416 466 792701 316402
a 416 467 899134 833049
a 417 466 362210 362210
a 417 467 157935 157935
a 417 468 207039 0
a 418 467 133 133
a 418 468 827156 327381
a 418 469 531236 516097
a 419 468 806800 332052
a 419 469 398794 357388
a 419 470 656326 656326
a 420 469 291866 291866
a 420 470 501162 501162
a 420 471 93273 93273
a 421 470 90322 0
a 421 471 531601 84532
a 421 472 905888 669159
a 422 471 96024 0
a 422 472 502652 487974
a 422 473 858924 601914
a 423 472 160533 160533
a 423 473 624879 624879
a 423 474 626751 486627
a 424 473 46809 46809
a 424 474 653317 41413
a 424 475 379432 379432
a 425 474 573826 0
a 425 475 947760 415227
a 425 476 800938 800938
a 426 475 312335 312335
a 426 476 305398 305398
a 426 477 109990 0
a 427 476 211468 211468
a 427 477 667607 99689
a 427 478 267924 267924
a 428 477 934858 861054
a 428 478 184091 184091
a 428 479 611432 505318
a 429 478 982446 549186
a 429 479 990891 910245
a 429 480 10225 10225
a 430 479 638771 0
a 430 480 799108 3277
a 430 481 27739 27739
a 431 480 732043 345573
a 431 481 405782 405782
a 431 482 75691 63424
a 432 481 154282 154282
a 432 482 18157 18157
a 432 483 94694 0
a 433 482 529557 529557
a 433 483 695041 532771
a 433 484 719572 255313
a 434 483 156308 156308
a 434 484 741849 741849
a 434 485 889241 79249
a 435 484 52091 52091
a 435 485 315674 315674
a 435 486 837000 265910
a 436 485 369380 369380
a 436 486 144360 144360
a 436 487 658749 234006
a 437 486 479370 328605
a 437 487 872179 872179
a 437 488 326356 326356
a 438 487 263645 110557
a 438 488 807037 807037
a 438 489 26798 26798
a 439 488 391428 0
a 439 489 789482 395228
a 439 490 534040 534040
a 440 489 918005 0
a 440 490 428252 104378
a 440 491 333148 333148
a 441 490 945743 0
a 441 491 676646 591747
a 441 492 255281 0
a 442 491 537785 537785
a 442 492 830927 77850
a 442 493 273437 273437
a 443 492 632478 0
a 443 493 360483 60715
a 443 494 968477 968477
a 444 493 868401 0
a 444 494 33142 0
a 444 495 710325 584260
a 445 494 757641 337230
a 445 495 85232 85232
a 445 496 542351 542351
a 446 495 110992 110992
a 446 496 454612 298675
a 446 497 203062 92070
a 447 496 769741 69116
a 447 497 450333 450333
a 447 498 75241 75241
a 448 497 612448 117019
a 448 498 713977 189900
a 448 499 398629 340384
a 449 498 639245 179345
a 449 499 621757 621757
a 449 500 188110 188110
a 450 499 173285 163678
a 450 500 539761 539761
a 450 501 132713 0
a 451 500 22784 22784
a 451 501 1855 1855
a 451 452 809358 373109
a 452 551 278064 278064
a 452 502 539639 539639
a 452 503 156636 156636
a 453 502 67852 67852
a 453 503 688468 688468
a 453 504 33470 33470
a 454 503 36328 36328
a 454 504 556868 556868
a 454 505 66612 66612
a 455 504 263004 263004
a 455 505 314509 314509
a 455 506 668195 668195
a 456 505 321706 321706
a 456 506 425500 229166
a 456 507 639158 302443
a 457 506 524768 303609
a 457 507 195240 0
a 457 508 89490 89490
a 458 507 116360 39198
a 458 508 807687 408795
a 458 509 319819 319819
a 459 508 514988 212003
a 459 509 963284 285063
a 459 510 457927 290316
a 460 509 219449 219449
a 460 510 652920 95770
a 460 511 997687 789512
a 461 510 868513 82177
a 461 511 675703 675703
a 461 512 999541 791541
a 462 511 677870 94497
a 462 512 470118 470118
a 462 513 55531 0
a 463 512 350857 350857
a 463 513 537969 144904
a 463 514 743998 0
a 464 513 384326 384326
a 464 514 574296 0
a 464 515 817217 471649
a 465 514 967289 725318
a 465 515 353651 353651
a 465 516 648077 180287
a 466 515 151836 151836
a 466 516 675357 675357
a 466 517 73577 73577
a 467 516 790993 790993
a 467 517 200124 200124
a 467 518 785168 0
a 468 517 396835 396835
a 468 518 316483 262598
a 468 519 109207 0
a 469 518 233005 233005
a 469 519 347822 343504
a 469 520 588842 588842
a 470 519 690931 348457
a 470 520 567270 567270
a 470 521 241761 241761
a 471 520 204969 0
a 471 521 435782 0
a 471 522 917463 177805
a 472 521 204509 204509
a 472 522 630003 630003
a 472 523 903932 483154
a 473 522 776391 776391
a 473 523 497211 497211
a 473 524 441900 0
a 474 523 36740 36740
a 474 524 881536 475105
a 474 525 16195 16195
a 475 524 853956 371972
a 475 525 365177 365177
a 475 526 369845 369845
a 476 525 502033 364795
a 476 526 517012 517012
a 476 527 561553 435997
a 477 526 91961 91961
a 477 527 308004 308004
a 477 528 761676 560778
a 478 527 393480 393480
a 478 528 221190 13211
a 478 529 594510 594510
a 479 528 502686 502686
a 479 529 454194 454194
a 479 530 458683 458683
a 480 529 607879 0
a 480 530 661476 0
a 480 531 542304 359075
a 481 530 849639 0
a 481 531 866444 93366
a 481 532 494437 494437
a 482 531 283453 283453
a 482 532 70952 70952
a 482 533 640791 256733
a 483 532 187384 187384
a 483 533 363694 363694
a 483 534 138001 138001
a 484 533 629283 629283
a 484 534 400433 400433
a 484 535 19537 19537
a 485 534 161829 161829
a 485 535 254389 254389
a 485 536 901065 348085
a 486 535 48026 48026
a 486 536 272773 272773
a 486 537 418076 418076
a 487 536 609578 609578
a 487 537 364733 364733
a 487 538 242431 242431
a 488 537 887606 395208
a 488 538 274564 274564
a 488 539 463621 463621
a 489 538 998467 0
a 489 539 293602 0
a 489 540 917814 422026
a 490 539 973502 0
a 490 540 901480 59128
a 490 541 579290 579290
a 491 540 515805 265828
a 491 541 751119 751119
a 491 542 445733 445733
a 492 541 10242 10242
a 492 542 34571 34571
a 492 543 33037 33037
a 493 542 651032 0
a 493 543 738307 0
a 493 544 396730 334152
a 494 543 789033 0
a 494 544 883941 508544
a 494 545 797163 797163
a 495 544 324921 324921
a 495 545 45770 45770
a 495 546 567903 409793
a 496 545 225985 0
a 496 546 610147 553115
a 496 547 357027 357027
a 497 546 160412 6027
a 497 547 736076 415284
a 497 548 238111 238111
a 498 547 402842 0
a 498 548 623681 0
a 498 549 512674 444486
a 499 548 866462 381884
a 499 549 138500 138500
a 499 550 806275 605435
a 500 549 300628 65796
a 500 550 112001 44094
a 500 551 707755 640765
a 501 550 879917 291478
a 501 551 627805 0
a 501 502 975225 164302
a 502 601 842001 489771
a 502 552 154398 154398
a 502 553 526147 127624
a 503 552 391389 295197
a 503 553 321782 321782
a 503 554 264453 264453
a 504 553 788119 688546
a 504 554 110814 70964
a 504 555 148394 93832
a 505 554 101633 61141
a 505 555 952086 639740
a 505 556 710515 1946
a 506 555 185887 185887
a 506 556 694422 694422
a 506 557 320661 320661
a 507 556 59265 59265
a 507 557 854833 225640
a 507 558 56736 56736
a 508 557 297375 200864
a 508 558 774026 312655
a 508 559 196769 196769
a 509 558 810048 244681
a 509 559 640488 482823
a 509 560 851620 96827
a 510 559 132675 132675
a 510 560 457467 45272
a 510 561 963620 290316
a 511 560 840429 777875
a 511 561 853735 674061
a 511 562 107776 107776
a 512 561 815653 815653
a 512 562 695735 695735
a 512 563 262174 101128
a 513 562 341799 341799
a 513 563 87124 87124
a 513 564 100307 100307
a 514 563 122604 122604
a 514 564 391594 391594
a 514 565 211120 211120
a 515 564 787349 787349
a 515 565 9578 9578
a 515 566 679557 180209
a 516 565 497863 497863
a 516 566 711816 711816
a 516 567 890330 436958
a 517 566 334875 0
a 517 567 771080 409022
a 517 568 261514 261514
a 518 567 391610 391610
a 518 568 68454 68454
a 518 569 35539 35539
a 519 568 104730 104730
a 519 569 394853 394853
a 519 570 192378 192378
a 520 569 956349 0
a 520 570 527527 506268
a 520 571 649844 649844
a 521 570 436320 0
a 521 571 884307 0
a 521 572 503578 446270
a 522 571 544096 367645
a 522 572 699959 699959
a 522 573 715665 516595
a 523 572 322621 322621
a 523 573 558110 375344
a 523 574 319140 319140
a 524 573 422927 422927
a 524 574 197065 197065
a 524 575 227085 227085
a 525 574 150398 0
a 525 575 984413 708150
a 525 576 753014 38017
a 526 575 346306 57510
a 526 576 998627 456479
a 526 577 464829 464829
a 527 576 236635 51720
a 527 577 333501 333501
a 527 578 752260 752260
a 528 577 14500 14500
a 528 578 241462 241462
a 528 579 820713 820713
a 529 578 50038 0
a 529 579 346192 316787
a 529 580 731917 731917
a 530 579 758768 0
a 530 580 818892 199239
a 530 581 259444 259444
a 531 580 924963 0
a 531 581 771564 592144
a 531 582 143750 143750
a 532 581 428541 0
a 532 582 832011 392712
a 532 583 360061 360061
a 533 582 660557 660557
a 533 583 154631 154631
a 533 584 434522 434522
a 534 583 979696 493591
a 534 584 93909 93909
a 534 585 147938 112763
a 535 584 723132 0
a 535 585 760658 189602
a 535 586 132350 132350
a 536 585 476145 476145
a 536 586 623315 623315
a 536 587 130976 130976
a 537 586 940973 0
a 537 587 376301 197189
a 537 588 980828 980828
a 538 587 209584 0
a 538 588 390800 294706
a 538 589 222289 222289
a 539 588 30296 0
a 539 589 957189 378789
a 539 590 84832 84832
a 540 589 762212 0
a 540 590 715956 420070
a 540 591 420076 326912
a 541 590 538007 508093
a 541 591 640919 640919
a 541 592 191639 191639
a 542 591 198109 0
a 542 592 585811 456655
a 542 593 23649 23649
a 543 592 558169 0
a 543 593 246367 0
a 543 594 694631 33037
a 544 593 509042 273607
a 544 594 742414 742414
a 544 595 304891 151596
a 545 594 656979 0
a 545 595 981897 261033
a 545 596 581900 581900
a 546 595 305680 305680
a 546 596 458041 458041
a 546 597 205214 205214
a 547 596 953007 0
a 547 597 915365 190797
a 547 598 581514 581514
a 548 597 933834 275308
a 548 598 124948 0
a 548 599 972313 344687
a 549 598 672474 65796
a 549 599 671595 582986
a 549 600 929501 0
a 550 599 757306 494476
a 550 600 950158 284722
a 550 601 161809 161809
a 551 600 177381 177381
a 551 601 488165 488165
a 551 552 319079 253283
a 552 651 885371 186875
a 552 602 202625 0
a 552 603 904889 516003
a 553 602 909019 469056
a 553 603 760793 1289
a 553 604 667607 667607
a 554 603 120001 61141
a 554 604 786186 0
a 554 605 926372 335417
a 555 604 424891 305838
a 555 605 443164 198020
a 555 606 908268 415601
a 556 605 6790 6790
a 556 606 748843 748843
a 556 607 882660 0
a 557 606 212003 212003
a 557 607 701849 220786
a 557 608 314376 314376
a 558 607 309868 244681
a 558 608 152034 0
a 558 609 439323 369391
a 559 608 798532 41065
a 559 609 824507 682769
a 559 610 627269 88433
a 560 609 244384 244384
a 560 610 98164 98164
a 560 611 577426 577426
a 561 610 406192 406192
a 561 611 791896 791896
a 561 612 581942 581942
a 562 611 725270 0
a 562 612 677266 360744
a 562 613 784566 784566
a 563 612 146510 146510
a 563 613 102636 102636
a 563 614 61710 61710
a 564 613 814116 725811
a 564 614 222636 222636
a 564 615 364247 330803
a 565 614 256839 82356
a 565 615 647526 604137
a 565 616 807410 32068
a 566 615 165106 165106
a 566 616 654315 654315
a 566 617 72604 72604
a 567 616 564117 564117
a 567 617 382669 382669
a 567 618 290804 290804
a 568 617 878492 0
a 568 618 692536 0
a 568 619 959189 434698
a 569 618 834166 240264
a 569 619 7419 7419
a 569 620 783696 182709
a 570 619 977786 107708
a 570 620 251803 251803
a 570 621 881859 339135
a 571 620 555212 317471
a 571 621 657994 657994
a 571 622 673755 42024
a 572 621 653505 358741
a 572 622 899616 242737
a 572 623 867372 867372
a 573 622 954423 954423
a 573 623 46125 46125
a 573 624 970008 314318
a 574 623 532484 319140
a 574 624 376593 4422
a 574 625 192643 192643
a 575 624 896731 0
a 575 625 633431 345742
a 575 626 840169 647003
a 576 625 220492 220492
a 576 626 314889 314889
a 576 627 10835 10835
a 577 626 293096 101770
a 577 627 395357 395357
a 577 628 393504 315703
a 578 627 100251 78164
a 578 628 790201 790201
a 578 629 602391 125357
a 579 628 575792 179709
a 579 629 624366 624366
a 579 630 609810 333425
a 580 629 359487 277723
a 580 630 602152 346430
a 580 631 861612 307003
a 581 630 757697 141916
a 581 631 673715 673715
a 581 632 35957 35957
a 582 631 947803 417876
a 582 632 327219 327219
a 582 633 451924 451924
a 583 632 815175 195889
a 583 633 797993 797993
a 583 634 14401 14401
a 584 633 785182 0
a 584 634 330477 0
a 584 635 907345 528431
a 585 634 494176 494176
a 585 635 227207 227207
a 585 636 57127 57127
a 586 635 334344 0
a 586 636 447698 40445
a 586 637 888367 715220
a 587 636 861531 0
a 587 637 257145 44441
a 587 638 283724 283724
a 588 637 771386 327862
a 588 638 873748 873748
a 588 639 73924 73924
a 589 638 373776 73074
a 589 639 449539 449539
a 589 640 214641 78465
a 590 639 499937 0
a 590 640 809025 335515
a 590 641 816792 677480
a 591 640 877900 877900
a 591 641 83073 83073
a 591 642 6858 6858
a 592 641 430209 0
a 592 642 30876 0
a 592 643 850429 648294
a 593 642 882132 270314
a 593 643 846050 0
a 593 644 648421 26942
a 594 643 412884 0
a 594 644 147583 0
a 594 645 978897 775451
a 595 644 320228 15185
a 595 645 641758 149149
a 595 646 722455 553975
a 596 645 377355 377334
a 596 646 492454 492454
a 596 647 170153 170153
a 597 646 265721 212246
a 597 647 353984 63062
a 597 648 427297 396011
a 598 647 65796 65796
a 598 648 641721 280470
a 598 649 301044 301044
a 599 648 139719 139719
a 599 649 531848 531848
a 599 650 750582 750582
a 600 649 354360 354360
a 600 650 31785 31785
a 600 651 75958 75958
a 601 650 687503 448649
a 601 651 909684 532065
a 601 602 159031 159031
a 602 701 694361 197700
a 602 652 339892 271356
a 602 653 189906 159031
a 603 652 61141 61141
a 603 653 738376 0
a 603 654 552307 517292
a 604 653 709561 188046
a 604 654 151259 151259
a 604 655 699889 634140
a 605 654 204810 204810
a 605 655 987839 0
a 605 656 857998 335417
a 606 655 927264 660803
a 606 656 365193 365193
a 606 657 350451 350451
a 607 656 97416 97416
a 607 657 147265 147265
a 607 658 220786 220786
a 608 657 41065 41065
a 608 658 213061 0
a 608 659 862506 314376
a 609 658 858460 519184
a 609 659 869131 720624
a 609 660 394354 56736
a 610 659 125394 125394
a 610 660 223490 20212
a 610 661 942490 447183
a 611 660 201351 164974
a 611 661 427345 352175
a 611 662 852173 852173
a 612 661 876733 0
a 612 662 638057 380779
a 612 663 708417 708417
a 613 662 582990 0
a 613 663 699197 649869
a 613 664 963144 963144
a 614 663 135296 0
a 614 664 925109 15103
a 614 665 630754 351599
a 615 664 351536 351536
a 615 665 129918 129918
a 615 666 618592 618592
a 616 665 209534 209534
a 616 666 57182 57182
a 616 667 983784 983784
a 617 666 559984 0
a 617 667 670949 0
a 617 668 647401 455273
a 618 667 297122 0
a 618 668 228365 0
a 618 669 860461 531068
a 619 668 159627 0
a 619 669 86825 0
a 619 670 729591 549825
a 620 669 70332 70332
a 620 670 212218 212218
a 620 671 469433 469433
a 621 670 12821 12821
a 621 671 929920 929920
a 621 672 413129 413129
a 622 671 381346 381346
a 622 672 806653 806653
a 622 673 51185 51185
a 623 672 606114 576262
a 623 673 389642 389642
a 623 674 266733 266733
a 624 673 85609 85609
a 624 674 41290 41290
a 624 675 191841 191841
a 625 674 716362 125556
a 625 675 392825 381790
a 625 676 838111 251531
a 626 675 334954 334954
a 626 676 602358 602358
a 626 677 895292 126350
a 627 676 835089 0
a 627 677 678694 401764
a 627 678 82592 82592
a 628 677 482489 482489
a 628 678 492167 492167
a 628 679 310957 310957
a 629 678 859301 859301
a 629 679 168145 168145
a 629 680 397781 0
a 630 679 588892 588892
a 630 680 238477 106529
a 630 681 126350 126350
a 631 680 574676 574676
a 631 681 767649 767649
a 631 682 56269 56269
a 632 681 987804 0
a 632 682 665346 0
a 632 683 862921 559065
a 633 682 555340 209543
a 633 683 271459 271459
a 633 684 768915 768915
a 634 683 822072 0
a 634 684 873419 0
a 634 685 810204 508577
a 635 684 530264 0
a 635 685 589781 36258
a 635 686 719380 719380
a 636 685 368374 0
a 636 686 441086 0
a 636 687 838090 97572
a 637 686 263665 263665
a 637 687 792526 792526
a 637 688 33135 31332
a 638 687 862609 430230
a 638 688 275015 275015
a 638 689 525301 525301
a 639 688 173565 0
a 639 689 650667 454007
a 639 690 693445 69456
a 640 689 87697 87697
a 640 690 755910 755910
a 640 691 448273 448273
a 641 690 214046 214046
a 641 691 330585 330585
a 641 692 215922 215922
a 642 691 270314 270314
a 642 692 834740 0
a 642 693 397619 6858
a 643 692 649587 72785
a 643 693 390079 390079
a 643 694 185430 185430
a 644 693 934853 15185
a 644 694 212150 0
a 644 695 58848 26942
a 645 694 745056 0
a 645 695 742414 653306
a 645 696 648628 648628
a 646 695 980787 838306
a 646 696 110787 110787
a 646 697 606065 309582
a 647 696 818876 128858
a 647 697 890804 0
a 647 698 398591 170153
a 648 697 852010 0
a 648 698 753412 686257
a 648 699 189957 129943
a 649 698 377310 377310
a 649 699 443328 443328
a 649 700 840623 366614
a 650 699 587107 587107
a 650 700 47376 47376
a 650 701 596533 596533
a 651 700 551731 186875
a 651 701 261421 0
a 651 652 927117 608023
a 652 751 767652 614225
a 652 702 48086 48086
a 652 703 278209 278209
a 653 702 681623 124103
a 653 703 214024 63943
a 653 704 668287 159031
a 654 703 867052 399884
a 654 704 148876 76688
a 654 705 396789 396789
a 655 704 925899 758906
a 655 705 410283 396835
a 655 706 139202 139202
a 656 705 90879 63327
a 656 706 391070 142351
a 656 707 766340 592348
a 657 706 696943 390387
a 657 707 209945 19408
a 657 708 173495 128986
a 658 707 95533 95533
a 658 708 578307 289264
a 658 709 443258 355173
a 659 708 285489 285489
a 659 709 471968 471968
a 659 710 402937 402937
a 660 709 126112 126112
a 660 710 59074 59074
a 660 711 450312 56736
a 661 710 238996 238996
a 661 711 610805 451827
a 661 712 711732 108535
a 662 711 682464 645321
a 662 712 894808 311461
a 662 713 276170 276170
a 663 712 960672 291663
a 663 713 576430 576430
a 663 714 490193 490193
a 664 713 628959 214529
a 664 714 959833 959833
a 664 715 155421 155421
a 665 714 25747 0
a 665 715 885732 125348
a 665 716 565703 565703
a 666 715 681300 0
a 666 716 976610 190547
a 666 717 956772 485227
a 667 716 447639 110811
a 667 717 189904 189904
a 667 718 683069 683069
a 668 717 137486 0
a 668 718 285437 0
a 668 719 777727 455273
a 669 718 580743 264429
a 669 719 87277 87277
a 669 720 249694 249694
a 670 719 983680 261514
a 670 720 729740 451880
a 670 721 825120 61470
a 671 720 433991 376040
a 671 721 968735 968735
a 671 722 435924 435924
a 672 721 662075 297762
a 672 722 651199 651199
a 672 723 847083 847083
a 673 722 454596 0
a 673 723 611870 10062
a 673 724 939865 516374
a 674 723 461140 125556
a 674 724 757180 308023
a 674 725 899697 0
a 675 724 616560 573631
a 675 725 782926 334954
a 675 726 301780 0
a 676 725 698615 290013
a 676 726 464225 356720
a 676 727 794741 207156
a 677 726 171738 171738
a 677 727 428216 428216
a 677 728 984645 410649
a 678 727 854806 851205
a 678 728 565701 565701
a 678 729 786433 17154
a 679 728 632532 310957
a 679 729 662795 204261
a 679 730 873709 552776
a 680 729 398578 398578
a 680 730 162826 162826
a 680 731 119801 119801
a 681 730 223697 208647
a 681 731 596817 596817
a 681 732 88535 88535
a 682 731 175972 0
a 682 732 775243 0
a 682 733 739733 265812
a 683 732 23054 0
a 683 733 229838 0
a 683 734 867955 830524
a 684 733 479270 0
a 684 734 690977 143781
a 684 735 625134 625134
a 685 734 895319 0
a 685 735 823889 136775
a 685 736 408060 408060
a 686 735 713450 194799
a 686 736 522503 522503
a 686 737 388636 265743
a 687 736 508191 292885
a 687 737 694240 694240
a 687 738 333203 333203
a 688 737 9187 9187
a 688 738 65398 65398
a 688 739 415255 231762
a 689 738 311971 291026
a 689 739 697929 697929
a 689 740 78050 78050
a 690 739 702031 702031
a 690 740 96506 96506
a 690 741 240875 240875
a 691 740 821831 285499
a 691 741 836554 424815
a 691 742 354043 338858
a 692 741 910366 146897
a 692 742 12525 12525
a 692 743 129285 129285
a 693 742 166450 15185
a 693 743 551931 0
a 693 744 875474 396937
a 694 743 550756 0
a 694 744 547552 102627
a 694 745 82803 82803
a 695 744 175890 168993
a 695 745 442870 442870
a 695 746 906691 906691
a 696 745 100301 8878
a 696 746 672672 450202
a 696 747 429193 429193
a 697 746 5288 5288
a 697 747 180862 180862
a 697 748 123432 123432
a 698 747 338491 338491
a 698 748 706400 706400
a 698 749 188829 188829
a 699 748 753745 222546
a 699 749 534722 534722
a 699 750 403110 403110
a 700 749 348146 348146
a 700 750 236752 236752
a 700 751 15967 15967
a 701 750 589021 197700
a 701 751 58583 0
a 701 702 852521 596533
a 702 801 943063 124103
a 702 752 485300 263222
a 702 753 381397 381397
a 703 752 588700 463827
a 703 753 168101 0
a 703 754 933327 278209
a 704 753 980525 192569
a 704 754 718857 566337
a 704 755 480879 235719
a 705 754 63327 63327
a 705 755 411098 353524
a 705 756 440100 440100
a 706 755 970017 532738
a 706 756 511398 26431
a 706 757 112771 112771
a 707 756 915561 68616
a 707 757 516685 516685
a 707 758 809984 121988
a 708 757 555345 555345
a 708 758 371527 115659
a 708 759 32735 32735
a 709 758 260525 260525
a 709 759 125272 125272
a 709 760 567456 567456
a 710 759 663634 238840
a 710 760 473417 39454
a 710 761 804208 422713
a 711 760 195953 195953
a 711 761 578789 578789
a 711 762 379142 379142
a 712 761 564825 564825
a 712 762 38204 38204
a 712 763 380793 108630
a 713 762 946221 478945
a 713 763 626903 522939
a 713 764 65245 65245
a 714 763 395900 311723
a 714 764 607427 607427
a 714 765 784101 530876
a 715 764 393130 105578
a 715 765 187106 130746
a 715 766 195198 44445
a 716 765 833229 546716
a 716 766 673474 138566
a 716 767 222947 181779
a 717 766 462352 49946
a 717 767 589035 0
a 717 768 739632 625185
a 718 767 788687 570334
a 718 768 144379 144379
a 718 769 627510 232785
a 719 768 821422 716787
a 719 769 404903 61914
a 719 770 752781 25363
a 720 769 388877 131003
a 720 770 584889 204061
a 720 771 742550 742550
a 721 770 709436 709436
a 721 771 297193 297193
a 721 772 321338 321338
a 722 771 604929 0
a 722 772 862017 744017
a 722 773 359541 343106
a 723 772 985721 155317
a 723 773 324589 324589
a 723 774 502795 502795
a 724 773 50966 50966
a 724 774 720488 720488
a 724 775 626574 626574
a 725 774 351418 351418
a 725 775 113617 113617
a 725 776 813679 159932
a 726 775 62968 62968
a 726 776 463198 463198
a 726 777 487152 2292
a 727 776 285914 285914
a 727 777 925549 925549
a 727 778 592538 275114
a 728 777 541897 541897
a 728 778 714235 492142
a 728 779 253268 253268
a 729 778 169407 169407
a 729 779 52008 52008
a 729 780 658171 398578
a 730 779 438539 438539
a 730 780 440885 86529
a 730 781 759411 399181
a 731 780 181088 0
a 731 781 666672 660015
a 731 782 56603 56603
a 732 781 502426 0
a 732 782 271601 0
a 732 783 434971 88535
a 733 782 378318 0
a 733 783 773673 263415
a 733 784 759559 2397
a 734 783 881113 559065
a 734 784 824638 282047
a 734 785 996399 133193
a 735 784 507686 264300
a 735 785 692408 692408
a 735 786 110015 0
a 736 785 837716 439058
a 736 786 755375 694826
a 736 787 89564 89564
a 737 786 841219 841219
a 737 787 41288 41288
a 737 788 531464 86663
a 738 787 433757 0
a 738 788 583185 0
a 738 789 762051 689627
a 739 788 687024 687024
a 739 789 268943 268943
a 739 790 814058 675755
a 740 789 861546 285499
a 740 790 707481 0
a 740 791 771294 174556
a 741 790 137308 0
a 741 791 888569 374621
a 741 792 437966 437966
a 742 791 710262 0
a 742 792 907346 0
a 742 793 709566 366568
a 743 792 145232 0
a 743 793 285663 0
a 743 794 483238 129285
a 744 793 421143 43766
a 744 794 683127 0
a 744 795 824228 624791
a 745 794 417541 0
a 745 795 190812 17916
a 745 796 516635 516635
a 746 795 43907 43907
a 746 796 544879 544879
a 746 797 788361 773395
a 747 796 649823 649823
a 747 797 386098 0
a 747 798 829648 298723
a 748 797 181286 14966
a 748 798 819854 207580
a 748 799 929184 829832
a 749 798 943336 943336
a 749 799 23229 23229
a 749 800 198126 105132
a 750 799 757394 197700
a 750 800 884775 217903
a 750 801 421959 421959
a 751 800 528687 332497
a 751 801 22082 0
a 751 752 310527 297695
a 752 851 483004 45281
a 752 802 732344 418546
a 752 803 734224 560917
a 753 802 192569 192569
a 753 803 393927 361511
a 753 804 19886 19886
a 754 803 192159 134404
a 754 804 815069 767056
a 754 805 219365 6413
a 755 804 532738 532738
a 755 805 748961 179067
a 755 806 410176 410176
a 756 805 565724 0
a 756 806 792868 68616
a 756 807 471407 466531
a 757 806 354084 327297
a 757 807 442690 0
a 757 808 857504 857504
a 758 807 700083 164136
a 758 808 140327 140327
a 758 809 193709 193709
a 759 808 629267 280449
a 759 809 83663 83663
a 759 810 216937 32735
a 760 809 343744 343744
a 760 810 357408 357408
a 760 811 101711 101711
a 761 810 765702 523736
a 761 811 402446 402446
a 761 812 640145 640145
a 762 811 592580 210248
a 762 812 885450 629307
a 762 813 372488 56736
a 763 812 326803 326803
a 763 813 594370 347764
a 763 814 282766 268725
a 764 813 863041 377535
a 764 814 302880 302880
a 764 815 97835 97835
a 765 814 82405 82405
a 765 815 835617 835617
a 765 816 846795 290316
a 766 815 8932 8932
a 766 816 401340 68011
a 766 817 156014 156014
a 767 816 480338 480338
a 767 817 271775 271775
a 767 818 115055 0
a 768 817 854193 804087
a 768 818 971858 426882
a 768 819 255382 255382
a 769 818 47901 47901
